YORF	NAME	PROCESS	FUNCTION	MICROARRAY_CLASSIFICATION	TRADITIONAL_CLASSIFICATION	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18
YNR003C	RPC34	transcription_from_Pol_III_promoter_	DNA-directed_RNA_polymerase_III_	None	None	-0.00813	-0.0034	-0.00395	-0.00301	-0.01158	-0.01248	0.01548	-0.00008	0.01189	-0.01248	-0.00229	-0.00064	-0.01652	-0.00393	-0.00561	-0.03625	0.01545	-0.00962
YOR119C	RIO1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00943	-0.00769	-0.01195	-0.00859	-0.0155	-0.00488	0.01255	0.00618	-0.01489	-0.00825	-0.02391	0.01078	-0.00653	-0.00496	-0.01023	-0.03111	0.00818	0.00356
YPL075W	GCR1	glycolysis_	molecular_function_unknown_	S/G2	None	-0.00846	-0.01154	-0.0124	-0.00827	-0.01876	0.00373	0.02101	-0.0098	0.0108	0.01326	-0.02299	-0.02713	0.01142	0.02947	-0.00386	-0.00517	-0.00539	-0.00206
YBR106W	PHO88	phosphate_transport_	molecular_function_unknown_	None	None	-0.01144	-0.00952	0.008	-0.01842	0.01831	-0.00706	-0.00072	-0.03367	-0.00699	0.00481	0.00294	-0.00922	-0.00353	0.01494	0.00996	-0.01216	0.01315	-0.00468
YBR257W	POP4	rRNA_processing*_	ribonuclease_MRP*_	None	None	-0.01252	-0.01067	0.02322	0.01874	0.00646	-0.0347	-0.01497	-0.05657	0.00497	0.00622	-0.00864	-0.01444	-0.02665	-0.01567	-0.02593	0.00051	-0.0272	-0.02174
YDR186C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00528	-0.00848	0.01531	0.00537	0.00407	-0.01853	0.00635	0.01297	-0.00461	-0.00225	-0.00068	-0.00288	-0.02107	-0.01454	-0.02844	0.01882	0.00647	-0.02675
YDR196C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.0113	-0.01501	0.00654	0.01769	-0.00285	-0.00122	-0.00021	0.02316	0.00577	0.00436	0.00675	0.00605	0.00086	-0.00711	-0.00876	0.00018	-0.00252	-0.00002
YGR105W	VMA21	vacuolar_acidification_	molecular_function_unknown_	None	None	-0.01403	-0.01875	0.01225	0.01413	-0.00161	-0.00365	0.00349	0.00258	0.00822	-0.00299	0.00853	-0.00693	-0.00891	0.0087	-0.00231	-0.0039	0.00354	0.0212
YGR174C	CBP4	protein_complex_assembly_	molecular_function_unknown_	None	None	-0.01289	-0.00466	-0.00149	-0.00661	-0.00612	0.00351	-0.02559	0.00721	0.00192	-0.02438	-0.01844	0.00144	-0.03309	0.00506	0.00129	0.02894	-0.02192	0.00006
YHR132C	ECM14	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00903	-0.00498	-0.01421	-0.0103	0.00433	0.0006	0.00936	-0.00766	0.0105	0.0106	0.0008	-0.00232	-0.01112	-0.00756	-0.00073	0.0059	0.00422	-0.01186
YIL079C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.03091	0.02214	-0.02111	0.03567	0.0229	0.04745	-0.00429	-0.03398	-0.02699	-0.00866	0.00348	0.00776	-0.01782	-0.03777	-0.00953	0.02653	-0.04335	-0.01062
YIL169C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01067	-0.00852	0.04705	-0.02312	0.01896	0.01692	0.01847	-0.03767	-0.03581	-0.03525	0.04361	-0.03827	-0.02836	0.00378	0.01822	-0.05721	-0.05506	-0.00739
YJR010C-A	SPC1	signal_peptide_processing_	molecular_function_unknown_	None	None	-0.00628	-0.00625	0.00246	0.00294	-0.00199	0.00335	-0.00472	0.01386	-0.00086	-0.00544	0.01164	0.01481	-0.01021	-0.02651	0.00921	-0.01005	-0.00368	-0.00867
YKL089W	MIF2	mitosis_	molecular_function_unknown_	G1	None	-0.0108	-0.01477	0.02028	0.00435	-0.0092	-0.00367	-0.01184	0.0022	0.00319	0.00359	0.0104	-0.00138	-0.01152	-0.01651	-0.00238	0.01355	-0.016	0.00472
YKL138C	MRPL31	protein_biosynthesis_	structural_protein_of_ribosome_	None	None	-0.01509	-0.01947	0.00415	0.0205	-0.01652	-0.01285	-0.01305	0.00623	0.00529	0.00326	-0.02092	0.00174	-0.01151	-0.01591	0.013	0.00671	-0.00958	0.01694
YLR174W	IDP2	glutamate_biosynthesis*_	isocitrate_dehydrogenase_(NADP+)_	None	None	-0.01446	-0.01932	0.01644	0.00907	-0.00149	-0.01622	0.00806	-0.01286	0.01565	0.028	0.02005	-0.00812	-0.02178	-0.01712	-0.02582	0.00122	-0.00197	0.00728
YLR390W	ECM19	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01286	-0.01444	0.00574	0.007	0.00885	-0.00613	-0.00048	-0.01679	0.00515	-0.00051	0.01715	0.01671	-0.00157	-0.02973	-0.0044	-0.0143	0.00375	0.01144
YML120C	NDI1	complex_I_(NADH_to_ubiquinone)_	molecular_function_unknown_	G2/M	None	-0.00907	-0.01467	-0.00059	0.01117	0.01476	0.01073	0.00368	-0.00583	-0.00458	0.01346	0.03514	0.00817	-0.01675	-0.00785	-0.00496	0.00125	0.01795	0.00515
YML127W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00987	-0.01226	0.00437	-0.00179	0.00793	-0.00399	0.001	-0.02098	-0.00645	0.00476	0.0271	0.00288	-0.00807	-0.01786	0.008	0.01372	0.01207	0.00167
YMR090W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00769	-0.01059	-0.00019	0.00226	-0.01614	0.01394	-0.01316	0.00437	0.00915	-0.00853	-0.01108	0.00991	-0.00438	-0.00656	0.00357	0.00781	0.00205	0.00338
YMR106C	YKU80	DNA_repair_	molecular_function_unknown_	None	None	-0.00927	-0.00982	-0.01277	0.00866	-0.00226	0.00372	-0.00897	0.00052	0.00054	-0.00941	0.00182	0.01602	-0.00014	-0.01041	-0.01393	0.01367	-0.00198	-0.00841
YMR181C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01205	-0.01524	0.0035	0.00721	-0.00804	0.02243	0.00065	0.0013	-0.0272	0.01419	0.02157	-0.00199	-0.01006	-0.01181	0.01569	0.00088	-0.00492	0.02133
YNL109W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00734	-0.00958	-0.01061	0.00144	-0.0003	0.00122	-0.00973	0.0049	-0.00688	0.00216	0.00758	0.02056	-0.0015	-0.0256	0.01061	-0.00421	0.00066	-0.00832
YNL334C	SNO2	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01183	-0.00769	0.01497	-0.00887	0.01176	-0.00059	-0.03068	-0.02119	0.00269	0.00606	-0.02358	0.00889	0.01174	0.01915	-0.00944	-0.02785	-0.00221	-0.01152
YOL029C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.0074	-0.00981	0.00053	0.01172	-0.0111	0.00063	-0.01309	-0.00091	-0.00316	-0.02146	0.00344	0.00335	-0.01222	0.00264	0.01235	0.011	0.00264	-0.00553
YCR076C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00896	-0.01503	-0.00231	0.01014	-0.00708	0.02106	-0.00247	-0.00101	-0.00071	0.00227	0.02101	-0.00076	-0.01556	-0.00459	-0.0015	-0.00823	0.01128	0.00402
YDL061C	RPS29B	protein_biosynthesis_	structural_protein_of_ribosome_	None	None	-0.00599	-0.00608	0.00671	-0.01507	0.00269	0.00537	0.02809	0.02674	-0.00143	-0.01256	0.01048	0.02105	-0.0224	0.01934	-0.02051	-0.00126	-0.00363	-0.03255
YDL172C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00745	-0.01381	0.01533	0.01818	-0.01372	0.01163	0.00061	0.00369	0.00082	-0.00385	0.00268	-0.0006	0.00579	-0.00148	0.00612	0.00324	-0.01258	0.0015
YDL237W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.0104	-0.0053	-0.01132	-0.01312	0.00427	0.01304	-0.00213	-0.00887	0.00177	0.00313	-0.00576	-0.00275	0.0054	-0.00204	-0.01392	0.01334	0.01296	-0.0006
YDR212W	TCP1	protein_folding*_	chaperone_	None	None	-0.00953	-0.01223	0.01186	0.01359	0.00552	-0.01871	0.01165	0.00664	0.00089	-0.00156	0.00093	0.02066	-0.00127	-0.00816	-0.00234	0.00802	-0.00151	-0.01386
YDR254W	CHL4	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00828	-0.01765	-0.0007	0.0183	-0.01342	0.00344	0.00393	0.00364	0.00342	0.01499	-0.0106	0.01067	0.00856	-0.00329	-0.00803	0.00141	-0.01601	-0.00692
YDR382W	RPP2B	protein_biosynthesis*_	structural_protein_of_ribosome_	None	None	-0.01497	-0.01879	0.00735	0.00559	-0.00733	0.00722	0.01813	0.00665	0.01838	-0.01471	-0.00706	0.01899	-0.00966	0.02784	-0.01123	0.00695	-0.01973	0.00943
YDR404C	RPB7	transcription_from_Pol_II_promoter_	DNA-directed_RNA_polymerase_II_	None	None	-0.01186	-0.01389	0.00613	0.00875	0.00436	-0.01015	0.00969	-0.00315	0.01487	0.00106	0.00759	0.01936	-0.00397	0.00815	0.00383	-0.00137	-0.00556	0.00341
YEL007W	TOS9	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00905	-0.01536	0.01829	0.00693	0.00238	-0.00294	0.01066	0.00103	0.01039	0.00361	0.01367	0.01428	0.00464	0.00494	-0.00166	-0.00316	-0.01217	-0.00395
YER091C	MET6	methionine_metabolism_	5-methyltetrahydropteroyltriglutamate--homocysteine_S-methyltransferase_	S	None	0.00371	-0.01061	0.00098	0.02696	-0.01906	0.0127	0.00112	0.01346	0.01755	0.02003	0.00919	-0.04513	0.00728	-0.01552	0.07475	-0.03332	-0.03123	-0.04239
YER093C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01313	-0.01083	-0.00368	-0.02604	0.01185	0.00815	0.01994	0.01691	0.04566	-0.03147	0.00714	-0.00804	-0.00753	0.04626	0.00054	0.01184	-0.00784	0.01443
YFL064C	None	biological_process_unknown_	molecular_function_unknown_	G1	None	-0.01235	-0.01467	0.04731	-0.00281	0.03384	-0.00674	-0.05194	0.05258	0.00366	0.02596	-0.00893	-0.05399	0.02594	0.00166	-0.01517	-0.00485	-0.00491	-0.00515
YFL066C	None	biological_process_unknown_	molecular_function_unknown_	M/G1	None	-0.0134	-0.01156	0.03842	-0.00256	0.01913	-0.00593	-0.04176	0.02972	0.0111	-0.00635	-0.00769	-0.03182	-0.00003	0.00877	-0.02718	0.00811	0.00084	0.00166
YFL068W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01596	-0.01866	0.04243	-0.0005	0.02136	-0.00814	-0.03572	0.03012	0.00353	0.01766	-0.01817	-0.01627	0.00826	-0.00165	-0.02728	0.01431	-0.01087	0.00272
YGL108C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00909	-0.01797	0.00531	0.0198	-0.02038	-0.00558	0.00056	-0.00802	0.00318	0.00086	-0.00576	0.00783	0.01281	-0.02434	-0.01114	-0.00548	0.00296	-0.00096
YGL110C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01007	-0.01428	0.00623	0.0173	-0.01151	-0.00654	-0.00602	0.003	-0.00569	-0.00338	-0.00634	-0.00513	0.00648	-0.00965	0.00025	-0.0057	-0.0004	0.00043
YGR011W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01002	-0.0152	0.00592	0.00945	-0.01375	-0.0035	-0.01007	0.00825	0.00062	0.00938	0.00367	-0.00552	0.00562	-0.01737	-0.0015	-0.0127	0.00244	0.0017
YGR177C	ATF2	biological_process_unknown_	alcohol_O-acetyltransferase_	G2/M	None	-0.0078	-0.01355	-0.01008	0.01634	-0.00143	-0.02673	-0.00275	0.00666	0.01056	0.00444	-0.00863	0.00446	-0.00165	-0.0037	0.00198	-0.00662	-0.005	-0.01301
YGR183C	QCR9	biological_process_unknown_	ubiquinol-cytochrome-c_reductase_	None	None	-0.00802	-0.01349	0.01059	0.01618	0.00178	0.00927	-0.00757	0.00232	0.00908	0.01737	0.00594	0.00564	-0.00073	-0.00451	-0.00319	-0.00638	0.00204	-0.00671
YHR174W	ENO2	glycolysis*_	phosphopyruvate_hydratase_	None	None	-0.01231	-0.01395	0.01362	0.00219	-0.0013	0.00136	-0.00035	-0.00808	0.01366	-0.0072	0.01012	0.0039	-0.01779	-0.0024	-0.01941	-0.00507	-0.00062	-0.0049
YLR044C	PDC1	biological_process_unknown_	"alpha-1,3-mannosyl-glycoprotein_beta-1,2-N-acetylglucosaminyltransferase_"	None	None	-0.01121	-0.01541	0.01527	0.01085	0.00372	-0.0194	0.01439	-0.01446	0.02115	-0.00509	0.01392	0.00552	0.00551	-0.02188	0.00883	0.00039	-0.00167	-0.01022
YLR046C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01312	-0.02084	0.00917	0.0137	-0.01402	0.0021	0.00304	-0.00483	0.01017	0.00821	0.01626	0.01031	0.01061	-0.01122	0.00351	-0.00893	-0.00371	0.01024
YLR048W	RPS0B	protein_biosynthesis*_	structural_protein_of_ribosome_	None	None	-0.01393	-0.0179	0.00714	0.01101	-0.01238	0.0011	-0.00006	-0.00194	-0.00227	-0.00375	-0.00716	0.00214	0.01309	0.00931	0.00994	-0.0108	-0.01008	0.01141
YNL305C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00621	-0.00822	0.00268	0.0026	0.00838	0.0202	-0.01418	-0.00846	0.00661	0.00165	0.00617	-0.0058	0.0084	0.01331	0.0305	0.00708	0.00865	-0.00333
YBR302C	COS2	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01306	-0.00651	0.00369	-0.02986	0.02578	0.00959	-0.00239	-0.01326	-0.00139	0.00405	0.01468	0.01118	0.004	-0.00811	-0.00417	-0.00772	0.00074	-0.00958
YCL019W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.02497	-0.01174	0.02003	0.00793	-0.01574	-0.00725	0.00699	-0.02874	0.02165	0.02322	-0.00178	-0.03616	0.01165	-0.00603	-0.01611	-0.01581	0.00676	-0.01262
YCR042C	TSM1	transcription_initiation_from_Pol_II_promoter*_	general_RNA_polymerase_II_transcription_factor_	G2/M	None	-0.01242	-0.01933	0.01611	0.03919	0.01387	-0.03563	0.0109	0.0041	-0.00344	0.03017	-0.0129	0.00482	0.0039	0.0103	-0.01331	0.01791	-0.00727	-0.02487
YCR096C	A2	mating-type_specific_transcriptional_control_	molecular_function_unknown_	None	None	-0.00938	-0.00728	-0.01634	-0.00314	-0.01164	0.00024	0.00483	-0.00017	-0.01261	0.00476	-0.01285	-0.00075	0.00101	-0.00854	-0.0053	0.001	0.0034	-0.0077
YCR097W	A1	mating-type_specific_transcriptional_control_	transcription_co-repressor_	None	None	-0.01111	-0.00948	-0.02056	0.00908	-0.00756	0.00491	0.0045	0.01361	-0.00831	0.00308	-0.02667	0.00784	-0.00629	0.00013	-0.00068	0.0063	-0.00138	-0.00344
YDL029W	ARP2	actin_filament_organization_	structural_protein_of_cytoskeleton*_	None	None	-0.00271	-0.00656	0.01451	-0.00335	-0.00355	0.0155	0.021	0.01813	-0.00125	0.0147	-0.00281	0.00575	0.00409	-0.01286	-0.02519	-0.0069	0.0092	-0.01944
YDL159W	STE7	protein_phosphorylation*_	MAP_kinase_	None	None	-0.01036	-0.00926	-0.00682	-0.00938	-0.01353	0.00508	-0.00314	0.01164	-0.01173	-0.00142	-0.00807	-0.00951	0.00263	-0.00971	-0.00212	0.00145	-0.00348	0.00461
YDR061W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01224	-0.00865	-0.00618	-0.00367	-0.00004	-0.01054	0.0054	-0.01259	-0.00001	0.00176	-0.00437	-0.00354	0.00444	-0.00967	0.01694	-0.01001	0.00287	0.00261
YDR063W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01136	-0.00922	-0.01601	-0.00908	-0.0022	0.01133	0.0026	0.00655	-0.00051	0.00678	-0.00945	0.00123	-0.00475	-0.01396	-0.00977	0.00717	-0.00483	0.00451
YDR079W	PET100	cytochrome_c_oxidase_biogenesis_	molecular_function_unknown_	None	None	-0.01024	-0.00946	-0.01325	-0.00032	-0.01559	0.0057	-0.00043	0.00434	-0.00503	0.00324	-0.02056	-0.00114	0.00365	-0.01473	-0.001	0.00706	-0.00561	0.00291
YDR081C	PDC2	vitamin_B1_biosynthesis_	molecular_function_unknown_	None	None	-0.01096	-0.00733	-0.00549	-0.00423	0.00112	-0.00504	0.0039	-0.00609	-0.0116	0.00383	-0.00566	-0.00641	-0.00368	-0.01116	-0.00882	-0.00097	-0.00023	-0.0054
YDR083W	RRP8	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01081	-0.00624	-0.01202	-0.0057	-0.00163	-0.00679	0.00255	0.00862	-0.02296	-0.00668	0.00313	0.00735	-0.00104	-0.01202	-0.00312	-0.00226	0.01364	0.00086
YDR261C	EXG2	biological_process_unknown_	"glucan_1,3-beta-glucosidase_"	S	None	-0.00781	-0.00458	-0.00827	-0.01907	-0.00238	0.00115	0.00844	-0.0205	0.01749	-0.00302	0.00871	-0.00111	-0.00488	0.00708	0.01448	0.00483	-0.01227	-0.01431
YDR265W	PEX10	peroxisome_organization_and_biogenesis_	molecular_function_unknown_	None	None	-0.00889	-0.01024	-0.01368	-0.0013	0.00076	0.00139	0.00035	-0.00093	-0.0082	0.00415	-0.01386	0.00056	0.00025	-0.01624	0.01152	0.00043	-0.01474	-0.00735
YER024W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00791	-0.00744	0.01125	0.00162	-0.02739	-0.01961	-0.01059	0.01096	-0.00728	0.01054	-0.00475	0.01996	0.00737	-0.01112	0.005	0.0024	-0.01781	-0.02168
YFL014W	HSP12	oxidative_stress_response*_	heat_shock_protein_	None	None	-0.00625	-0.01221	0.01424	0.00919	-0.03114	0.00748	-0.02155	0.01928	0.00402	-0.00771	-0.01153	-0.00324	-0.01818	-0.02038	0.00678	0.01444	-0.00393	-0.00389
YFR043C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00995	-0.01261	0.00048	0.01706	-0.02128	-0.0036	-0.01403	0.01495	0.0037	-0.00273	-0.01339	0.01908	-0.00358	-0.01493	-0.00268	-0.00368	-0.00127	0.00172
YGL152C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00749	-0.01202	0.00568	0.02078	-0.01489	0.00062	-0.00721	0.01169	0.00489	-0.00569	0.00472	-0.00189	0.00833	-0.00789	-0.00554	-0.01362	-0.00067	-0.00469
YGL248W	PDE1	biological_process_unknown_	"3',5'-cyclic-nucleotide_phosphodiesterase_"	None	None	-0.00586	-0.00927	0.00768	0.01253	0.00682	0.01103	0.00162	0.00601	0.0108	-0.0155	0.00221	0.00598	-0.00536	-0.00568	0.00338	-0.01076	-0.01033	-0.01032
YGR081C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01045	-0.01516	0.00502	0.02516	-0.01414	-0.00813	-0.00577	0.01124	0.00057	-0.01061	-0.00358	0.004	0.00301	-0.01392	-0.00496	0.00535	-0.00416	0.00186
YGR120C	SEC35	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01065	-0.01097	-0.02334	-0.00745	0.0062	-0.00273	0.02219	-0.01006	-0.00265	0.02438	0.00163	-0.0135	0.01949	-0.01867	0.00169	-0.03492	0.0104	0.00257
YGR246C	BRF1	transcription_initiation_from_Pol_III_promoter_	RNA_polymerase_III_transcription_factor_	None	None	-0.0105	-0.00678	-0.01092	-0.01466	0.01284	0.00028	0.00691	-0.00608	-0.01666	0.00196	0.00034	0.00081	0.00132	-0.00808	-0.00499	0.00345	0.01138	-0.00157
YGR272C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01523	-0.01023	-0.01042	-0.00586	-0.01648	-0.0058	-0.00442	0.00437	-0.01294	-0.00839	-0.01432	0.00095	0.00295	-0.01033	-0.00939	0.00147	-0.00329	0.01236
YHL035C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00471	-0.00483	0.02672	-0.00425	0.02875	-0.02174	0.04109	-0.0539	-0.00143	-0.00112	0.01084	0.00067	-0.01902	0.00131	0.00104	0.01168	0.00866	-0.0664
YIL049W	DFG10	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00867	-0.00972	-0.00165	0.02239	0.00313	-0.00747	-0.00909	0.00068	0.0129	0.00097	0.00503	0.0244	-0.00331	-0.01257	0.00641	-0.00748	-0.00859	-0.01368
YJL061W	NUP82	mRNA-nucleus_export*_	structural_protein_	None	None	-0.00941	-0.00909	-0.00185	-0.01833	-0.00703	0.00255	0.00694	0.01791	-0.01276	0.0105	0.0026	-0.0086	-0.00503	-0.01372	-0.00955	0.02047	0.00649	0.00216
YJL075C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01061	-0.01342	-0.0039	-0.00838	-0.01591	-0.00873	0.02153	0.0059	-0.00649	0.01661	-0.00945	-0.02622	0.0027	-0.00725	-0.00033	0.01834	0.00676	0.00457
YJL077C	ICS3	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00884	-0.0071	-0.00984	-0.01498	-0.00326	0.00322	0.01614	0.01134	-0.00414	0.01995	0.01494	-0.00994	-0.00007	-0.01384	-0.00944	0.00836	0.02092	-0.00001
YJL164C	TPK1	protein_phosphorylation*_	protein_serine/threonine_kinase*_	None	None	-0.0078	-0.01258	0.01699	0.02016	0.00734	0.00363	-0.01371	-0.00293	0.02452	0.01389	-0.00567	0.01278	0.00317	0.00207	-0.00943	0.00369	-0.02199	-0.01689
YJL179W	PFD1	protein_folding_	molecular_function_unknown_	None	None	-0.01077	-0.01004	-0.01503	-0.01108	-0.00084	0.01259	0.01151	0.01676	-0.00345	-0.0131	-0.01342	-0.00084	-0.00367	0.01596	-0.00013	-0.01481	0.00561	0.01348
YJR024C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01012	-0.00848	-0.01089	-0.01439	-0.00276	0.00423	0.0073	0.00549	-0.00162	0.01524	-0.00129	-0.00955	-0.00068	-0.01107	0.00091	0.00084	0.00328	0.00222
YJR102C	VPS25	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00654	-0.01502	0.00243	0.0219	-0.01132	0.00752	0.00089	0.01787	0.00201	-0.00488	-0.00726	0.00267	0.01797	-0.01555	0.00687	-0.0099	-0.02449	-0.01244
YJR106W	ECM27	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00785	-0.01073	0.00923	0.0113	0.00465	-0.00648	0.00035	-0.00788	0.01063	-0.00358	0.01221	0.01199	0.00261	-0.01886	0.00258	-0.00183	0.00006	-0.00897
YKL030W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01012	-0.01079	-0.00907	-0.01681	-0.00359	-0.00912	0.0143	-0.00092	-0.00067	-0.00277	0.00254	-0.0112	-0.01173	-0.01917	0.02484	-0.00513	0.0127	0.01386
YKL032C	IXR1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01111	-0.01347	0.0012	-0.01452	-0.01523	-0.00479	0.02692	-0.00227	0.01121	0.01028	0.00623	-0.0106	0.0062	-0.01485	-0.01674	0.01488	0.00644	0.00786
YKL034W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00843	-0.01068	-0.00905	-0.01168	-0.00472	0.00698	0.0148	-0.00155	-0.00292	0.02425	-0.01817	-0.0184	0.0031	-0.00364	-0.00541	0.01624	-0.00277	-0.00841
YLR170C	APS1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00506	-0.00751	0.00266	0.00609	-0.00409	-0.00198	-0.00565	-0.00493	0.00314	0.00084	0.01134	-0.00834	-0.00962	-0.01296	-0.00061	-0.00684	-0.00583	-0.01846
YLR253W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00705	-0.00659	-0.00871	-0.00479	0.00462	0.00576	-0.00133	-0.00294	-0.00484	-0.00283	-0.00107	-0.00749	-0.00403	-0.00396	0.01063	-0.00557	0.00031	-0.00639
YLR297W	None	biological_process_unknown_	molecular_function_unknown_	G2/M	None	-0.01801	-0.00526	-0.00195	0.00812	-0.02548	-0.01376	0.01434	0.00238	-0.00112	0.00282	-0.00524	0.0181	0.01438	-0.02386	-0.01966	-0.02091	0.0238	0.01022
YML093W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01347	-0.00844	-0.0094	0.00311	-0.00187	-0.01759	-0.00867	-0.00652	-0.01689	-0.00664	-0.00407	0.00353	-0.00485	0.00083	-0.00418	-0.00248	0.01168	0.00152
YML095C	RAD10	DNA_repair_	molecular_function_unknown_	None	None	-0.01079	-0.00806	-0.01527	-0.01117	-0.00574	0.00523	-0.00122	-0.00051	-0.00675	-0.0054	-0.00722	0.00967	0.00602	-0.00423	-0.00312	0.00554	-0.00864	-0.00096
YMR004W	MVP1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00954	-0.00642	-0.00436	-0.00321	0.00416	-0.00312	0.00818	-0.00829	-0.00251	0.0002	-0.00167	-0.00159	0.00489	-0.00083	0.00492	-0.00777	0.00392	-0.00441
YMR188C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.0086	-0.01018	-0.01093	-0.00724	-0.012	0.0059	0.00565	0.01243	0.00741	0.00549	0.00295	-0.00242	0.00295	-0.01409	0.01168	0.00106	-0.00569	0.00496
YNL027W	CRZ1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01299	-0.01297	-0.00461	0.00642	-0.00688	-0.00256	-0.00975	-0.01582	0.00333	-0.0034	-0.00311	-0.02106	-0.00509	0.00395	-0.01075	0.01859	0.00554	0.00282
YNL043C	None	biological_process_unknown_	molecular_function_unknown_	S/G2	None	-0.00836	-0.0061	-0.02115	-0.0227	0.0055	0.00816	0.00073	-0.01789	0.00713	0.00218	0.00994	-0.00495	-0.00897	0.00136	0.0152	-0.0005	0.00507	-0.00652
YNL045W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.0122	-0.00706	-0.00828	-0.00287	0.01371	0.00635	-0.01327	-0.01712	0.01028	0.01235	0.00141	-0.00272	-0.00347	0.00306	0.00357	0.006	0.00185	-0.00675
YNL260C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00936	-0.00874	-0.01405	0.0027	-0.02463	0.0153	-0.01476	0.01578	-0.00861	-0.01241	0.01683	0.01445	0.02931	0.01705	0.00312	0.01655	0.01672	-0.01516
YNL265C	IST1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00884	-0.00931	-0.01253	0.01493	-0.00282	0.00991	-0.01615	-0.00036	-0.01284	-0.01294	0.0172	0.00136	0.03442	0.01516	0.00258	0.01223	0.01858	-0.01049
YNL310C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00959	-0.0081	0.00366	-0.02168	0.00237	0.00707	-0.00827	-0.00108	-0.00987	0.00021	-0.0174	0.01618	0.0028	-0.00703	-0.00444	0.02231	-0.00278	0.00288
YOL063C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00894	-0.00555	-0.00349	-0.01326	0.00208	0.00041	0.00092	-0.00242	-0.00141	0.00252	0.00954	-0.01009	-0.00011	0.00104	0.00869	0.00948	0.00035	-0.00475
YOL094C	RFC4	leading_strand_elongation*_	adenosinetriphosphatase*_	G1	None	-0.01273	-0.0107	0.00138	0.00381	-0.02124	0.01151	-0.01447	0.03133	-0.00437	-0.02267	-0.01058	-0.00212	0.00356	0.01609	-0.02532	-0.03954	0.00747	0.02551
YOL098C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01109	-0.00902	-0.00391	0.01297	-0.0012	-0.00148	-0.01242	0.00067	-0.01265	-0.01225	-0.00408	-0.00803	-0.00305	-0.00253	-0.00346	-0.00945	0.00648	-0.00111
